text,category,severity,urgency
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Jayangar. Door to door collection,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Hoodi. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Yelachenahalli. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Singasandra. Resolved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Ullalu. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Giri Nagar. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Complaint against SW collector/ SWM official for violation of SWM Rules in HSR Layout. Complaint Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Road side drains in Laggere. Once tender is finalized work will start and pls share accurate location,Road Maintenance(Engg),MEDIUM,CONCERNED
veterinary - Anti Rabies Vaccination of stray dogs in Doddanekkundi. A,veterinary,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Kengeri. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kottigepalya. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Dead animal(s) in Vidyaranyapura. Resolved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Sampangiram Nagar. Closed,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Ullalu. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Basavanagudi. ATTENDED,Electrical,HIGH,URGENT
"Revenue Department - Khata Services (Registration, Transfer, Bifurcation and Amalgamation) in Singasandra. ನಿಯಮಾನುಸಾರ ಕ್ರಮ ಕೈಗೊಳ್ಳಲಾಗುವುದು",Revenue Department,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Dead animal(s) in Vidyaranyapura. Resolved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kavalbyrasandra. Attended,Electrical,HIGH,URGENT
Road Maintenance(Engg) - Potholes in Chikkalasandra. Completed,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Burning of Garbage in Open Space in Rajarajeshwari Nagar. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Sweeping not done in Jeevanbhima Nagar. Cleared,Solid Waste (Garbage) Related,LOW,CONCERNED
Electrical - Street Light Not Working in Jayanagar East. ATTENDED,Electrical,HIGH,URGENT
Forest - obstructions Branches / Trees. in Yelahanka old Satellite Town. Cleared,Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Jnanabharathi Ward. Park opp 8 th main 4 th cross D Group Land mark Become Office way Grarbage avery one putting in freant of park kindly to a necessary actions BBMPA/ Become,Electrical,HIGH,URGENT
Electrical - Requirement For New Street Lights in Bharathi Nagar. Attended,Electrical,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Sweeping not done in Katriguppe. Cleared,Solid Waste (Garbage) Related,LOW,CONCERNED
Electrical - Street Light Not Working in Hegganahalli. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Gottigere. ATTENDED,Electrical,HIGH,URGENT
Forest - obstructions Branches / Trees. in Bharathi Nagar. plz upload tree photos,Forest,MEDIUM,CONCERNED
veterinary - Fatally injured - Needs immediate attention in Shanthi Nagar. Attended,veterinary,MEDIUM,URGENT
veterinary - Stray dog related complaints in Vasanth Nagar. Complaint attended,veterinary,MEDIUM,CONCERNED
veterinary - Stray dog related complaints in HSR Layout. Stray dogs complaint.we cannot relocate the dog's only ABC and ARV vaccination done our BBMP side As Per BBMP schedule.,veterinary,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Hanumantha Nagar. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Ullalu. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Vrushabhavati Nagar. Attended,Electrical,HIGH,URGENT
Parks and Play grounds - Environmental protection in HSR Layout. Resolved,Parks and Play grounds,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Rajaji Nagar. Complaint Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Bellandur. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Sweeping not done in Someshwara. attended,Solid Waste (Garbage) Related,LOW,CONCERNED
Electrical - Street Light Not Working in Doddanekkundi. Attended,Electrical,HIGH,URGENT
"Solid Waste (Garbage) Related - Garbage dump in Jayangar. Garbage clear, Construction and demolition waste pending",Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Kottigepalya. Resolved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Visvesvarapuram. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Banaswadi. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Road side drains in Kempapura Agrahara. Resolved,Road Maintenance(Engg),MEDIUM,CONCERNED
Electrical - Street Light Not Working in Hoysala Nagar. Attended,Electrical,HIGH,URGENT
Road Maintenance(Engg) - Potholes in Shettyhalli. Takel the Next pow work program,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Sudduguntepalya. As per citizen not satisfied,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Stray dog related complaints in Begur. Attended the complaint,veterinary,MEDIUM,CONCERNED
Indira Canteen - Food Quality in Siddapura. Cleared,Indira Canteen,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Vasanthapura. Complaint attended,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Byatarayanapura. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Road side drains in Hampi Nagar. Tender in progress,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Visvesvarapuram. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
E khata / Khata services - new Khata / Ekhata registration / creation in Bellandur. Please submit one application along with documents to aro office maratha halli,E khata / Khata services,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Maruthi Seva Nagar. Complaint clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Footpath in Pulikeshi Nagar. \N,Road Maintenance(Engg),MEDIUM,CONCERNED
Electrical - Park Lights Not Working in Singasandra. Attended,Electrical,MEDIUM,CONCERNED
Electrical - Requirement For New Street Lights in Vasanthapura. Attended,Electrical,MEDIUM,CONCERNED
Town Planning - Noise during Building Construction in HSR Layout. The above subject related to sub division AEE,Town Planning,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Madiwala. ATTENDED,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Vasanthapura. Complaint attended,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Animal birth control/neutering of stray dogs in K.R.Puram. A,veterinary,MEDIUM,CONCERNED
Road Maintenance(Engg) - Potholes in Hoodi. Resolved,Road Maintenance(Engg),MEDIUM,CONCERNED
Road Maintenance(Engg) - Debris Removal / Construction Material in Herohalli. \N,Road Maintenance(Engg),LOW,CONCERNED
Road Maintenance(Engg) - Potholes in Hoodi. This junction point is not repaired yet. Visit the junction point where Hudi Station road meets the Kodigehalli main road https://maps.app.goo.gl/QeVYXNKcG7K4Bx9z6,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Katriguppe. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Indira Canteen - Staff Related in K.R.Puram. Attended,Indira Canteen,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Singasandra. Resolved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Debris Removal / Construction Material in Kavalbyrasandra. \N,Road Maintenance(Engg),LOW,CONCERNED
Solid Waste (Garbage) Related - Dead animal(s) in A.Narayanapura. Sir,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Sarakki. Resolved,Forest,MEDIUM,CONCERNED
Advertisement - Flex and banners in Kuvempu Nagar. This removal of flex and banners pertains to ARO Vidyaranyapura ARO Name: Smt Shivamma Mob NO: 9480683382. Please Contact them.,Advertisement,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Bilekahalli. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Gali Anjaneya Swamy Temple Ward. ATTENDED,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Gottigere. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Sampangiram Nagar. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Devarajeevanahalli. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Singasandra. Attended,Electrical,HIGH,URGENT
Health Dept - Increase in mosquito density in Maruthi Seva Nagar. Resolved,Health Dept,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage nuisance while transporting in Lakkasandra. Complaint Closed,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Bellandur. Attended,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Stray dog related complaints in Vasanthapura. attended,veterinary,MEDIUM,CONCERNED
veterinary - Stray dog related complaints in Someshwara. Attended,veterinary,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Sweeping not done in Vasanthapura. Complaint attended,Solid Waste (Garbage) Related,LOW,CONCERNED
Road Maintenance(Engg) - Potholes in A.Narayanapura. Close,Road Maintenance(Engg),MEDIUM,CONCERNED
Electrical - Street Light Not Working in Jayanagar East. ATTENDED,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Kempegowda Ward. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kempegowda Ward. Resolved,Electrical,HIGH,URGENT
Road Maintenance(Engg) - Road cutting in Kempegowda Ward. The problem is solved,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Bellandur. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Potholes in Hebbal. Resolved and Closed,Road Maintenance(Engg),MEDIUM,CONCERNED
veterinary - Stray dog related complaints in Hemmigepura. Dogs cought for animal birth control and vaccination,veterinary,MEDIUM,CONCERNED
veterinary - Stray dog related complaints in Neelasandra. Complaint attended,veterinary,MEDIUM,CONCERNED
Traffic Engineer Cell (TEC) - TEC in Banaswadi. Attended,Traffic Engineer Cell (TEC),MEDIUM,CONCERNED
veterinary - Stray dog related complaints in HAL Airport. A,veterinary,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Vijanapura. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Kuvempu Nagar. Resolved,Electrical,HIGH,URGENT
Electrical - Requirement For New Street Lights in Ullalu. Attended,Electrical,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kavalbyrasandra. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Ramamurthy Nagar. Cleared sir,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Gottigere. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Jayangar. ATTENDED,Electrical,HIGH,URGENT
veterinary - Animal birth control/neutering of stray dogs in Hampi Nagar. Complaint resolved.,veterinary,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kottigepalya. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Basavanapura. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Vannarpet. As per JHI Report,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Bagalagunte. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Sweeping not done in Byatarayanapura. Complaint attend resolved,Solid Waste (Garbage) Related,LOW,CONCERNED
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Banaswadi. Engineering,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Dodda Bidarkallu. Atte,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Jakkur. Resolved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Requirement For New Street Lights in Kempapura Agrahara. ATTENDED,Electrical,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kempapura Agrahara. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in HBR Layout. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Kempegowda Ward. Complet attended,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
"Revenue Department - Khata Services (Registration, Transfer, Bifurcation and Amalgamation) in Jayanagar East. please submit the application along with documents",Revenue Department,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Hebbal. .,Electrical,HIGH,URGENT
"veterinary - Animal birth control/neutering of stray dogs in Shakambari Nagar. Complaint Attended madam,",veterinary,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Begur. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Hanumantha Nagar. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Gottigere. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Horamavu. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Vasanthapura. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Herohalli. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Konanakunte. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Giri Nagar. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Basavanapura. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Singasandra. Attended,Electrical,HIGH,URGENT
Electrical - Park Lights Not Working in Banaswadi. Attended,Electrical,MEDIUM,CONCERNED
Sanitation - Urination in Public/Open Defecation in Sudam Nagar. Bscom department,Sanitation,MEDIUM,CONCERNED
Parks and Play grounds - Issues Related to Parks/Medians/Circles/Island. in Sudam Nagar. Resolved complaint,Parks and Play grounds,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Chamrajpet. Engineer department,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Chowdeshwari Ward. Resolved,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Giri Nagar. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Shanthala Nagar. Attended,Electrical,HIGH,URGENT
Traffic Engineer Cell (TEC) - TEC in Hagadooru. pavement repair work in progress,Traffic Engineer Cell (TEC),MEDIUM,CONCERNED
Electrical - Street Light Not Working in Hongasandra. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Shettyhalli. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Jayangar. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Kadugodi. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Vasanthapura. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Kadugondanahalli. Cleared,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Vishwanathnagenahalli. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Kammanahalli. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Dharmarayaswamy Temple Ward. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Kottigepalya. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Kavalbyrasandra. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Hemmigepura. Attended,Electrical,HIGH,URGENT
Road Maintenance(Engg) - Road side drains in Aramane Nagar. Complaints resolved,Road Maintenance(Engg),MEDIUM,CONCERNED
veterinary - Stray/Rabid dog bite in Hemmigepura. Dogs cought for animal birth control and vaccination,veterinary,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Doddabommasandra. Resolved,Electrical,HIGH,URGENT
veterinary - Stray dog related complaints in Doddanekkundi. Attended,veterinary,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Uttarahalli. \N,Electrical,HIGH,URGENT
Forest - Removal of dead/fallen trees in Uttarahalli. Transferred Task,Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Herohalli. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Shanthala Nagar. Attended,Electrical,HIGH,URGENT
veterinary - Stray dog related complaints in Gurappanapalya. Complaint attended,veterinary,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Burning of Garbage in Open Space in Horamavu. Solved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Vidyapeetha. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Hampi Nagar. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Chokkasandra. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Jnanabharathi Ward. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Kacharakanahalli. \N,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Konanakunte. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Jnanabharathi Ward. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Bommanahalli. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Shakthiganapathi Nagar. Complaints Cleared,Electrical,HIGH,URGENT
Forest - Issues related Snakes/Birds/Monkeys in Kengeri. Please contact nearest forest department.,Forest,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Thanisandra. Complete attend,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Vidyaranyapura. Resolved,Electrical,HIGH,URGENT
veterinary - Stray dog related complaints in Bagalagunte. attended,veterinary,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Lakshmidevi Nagar. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Gottigere. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Singasandra. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Shanthala Nagar. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Chokkasandra. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Someshwara. Resloved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Request for ABC in Chokkasandra. attended,veterinary,LOW,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Sri Rammandira. Garbage dumping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Basavanapura. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Vidyapeetha. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Herohalli. Attended,Electrical,HIGH,URGENT
Health Dept - Birth & Death Registration in Garudacharpalya. \N,Health Dept,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kengeri. Attended,Electrical,HIGH,URGENT
Road Infrastructure - Road Infrastructure in Jnanabharathi Ward. Attended,Road Infrastructure,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Konanakunte. Attended,Electrical,HIGH,URGENT
veterinary - Stray dog related complaints in Bagalagunte. attended,veterinary,MEDIUM,CONCERNED
Forest - Removal of dead/fallen trees in Uttarahalli. Transferred Task,Forest,MEDIUM,CONCERNED
Electrical - Park Lights Not Working in Nagapura. Complaints Cleared,Electrical,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Chokkasandra. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Vidyapeetha. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Yelahanka old Satellite Town. Resolved,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Hemmigepura. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Vidyapeetha. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Jnanabharathi Ward. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in HBR Layout. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Nagapura. Complaints Cleared,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Banashankari Temple Ward. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Lakshmidevi Nagar. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Jnanabharathi Ward. Attended,Electrical,HIGH,URGENT
veterinary - Animal Rescue - Not well - Requires attention in Kuvempu Nagar. Only ABC operation and ARV vaccination Dog Bite Complaints.,veterinary,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Ramamurthy Nagar. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Vidyapeetha. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Vijay Nagar. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Jakkur. Resolved,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Banaswadi. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Banaswadi. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Vidyapeetha. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Subramanya Nagar. Complaints Cleared,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Mangammanapalya. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in HSR Layout. Complaint Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Dodda Bidarkallu. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Ullalu. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Jnanabharathi Ward. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Kadugodi. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Shettyhalli. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Doddabommasandra. Resolved,Electrical,HIGH,URGENT
Advertisement - Unsafe Hoardings in Bellandur. Removed,Advertisement,MEDIUM,CONCERNED
veterinary - Animal Rescue - Not well - Requires attention in Horamavu. A,veterinary,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kengeri. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Doddanekkundi. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Jnanabharathi Ward. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Rajarajeshwari Nagar. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Singasandra. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Shankaramata. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Ganga Nagar. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Hoodi. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Visvesvarapuram. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Jnanabharathi Ward. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Ramamurthy Nagar. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Sunkenahalli. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Yeshwanthpur. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Varthur. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Singasandra. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Hosahalli. \N,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Laggere. Attended,Electrical,HIGH,URGENT
Lakes - Lake not maintained properly in A.Narayanapura. \N,Lakes,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Ullalu. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Koramangala. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Anjanapur. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Ullalu. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Vidyapeetha. ATTENDED,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Ramamurthy Nagar. Cleared sir,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in BTM Layout. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Anjanapur. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Jnanabharathi Ward. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Jnanabharathi Ward. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Deepanjali Nagar. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Giri Nagar. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Someshwara. Resolved,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Doddanekkundi. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Byatarayanapura. Resolved,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Vijay Nagar. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Gottigere. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Hebbal. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Arakere. Attended,Electrical,HIGH,URGENT
veterinary - Animal Rescue - Not well - Requires attention in Bommanahalli. ABC centre temporarily closed some technical problems.,veterinary,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Devarajeevanahalli. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in H.M.T. Complaint clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Shankaramata. Complaints Cleared,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Sudduguntepalya. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Arakere. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Gangenahalli. Attended,Electrical,HIGH,URGENT
Road Infrastructure - Road Infrastructure in Jalahalli. CLEARED,Road Infrastructure,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Mathikere. Complaints Cleared,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Bellandur. Attended,Electrical,HIGH,URGENT
Others - Others in Hoodi. Forwarded Task,Others,MEDIUM,NEUTRAL
Electrical - Street Light Not Working in Vidyaranyapura. Resolved,Electrical,HIGH,URGENT
veterinary - Animal birth control/neutering of stray dogs in Varthur. A,veterinary,MEDIUM,CONCERNED
